id,schema_version,country_code,canonical_name,entity_type,status,canonical_name_language,canonical_source_id,confidence,coordinates,legacy_ids,notes,source_locator,valid_from,valid_to,verification_status
ENT-TN-IMADA-1253177,2.0.0,TN,المدينة الفاضلة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.899313,""longitude"":10.164695,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1253177; dated ADM3 parent 1253,,,verified
ENT-TN-IMADA-1253178,2.0.0,TN,الغزالة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.88371,""longitude"":10.179489,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1253178; dated ADM3 parent 1253,,,verified
ENT-TN-IMADA-1253179,2.0.0,TN,رواد,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.957299,""longitude"":10.200431,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1253179; dated ADM3 parent 1253,,,verified
ENT-TN-IMADA-1253180,2.0.0,TN,برج الطويل,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.925813,""longitude"":10.143657,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1253180; dated ADM3 parent 1253,,,verified
ENT-TN-IMADA-1253181,2.0.0,TN,سيدي عمر بو خطيوة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.941482,""longitude"":10.166197,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1253181; dated ADM3 parent 1253,,,verified
ENT-TN-IMADA-1254182,2.0.0,TN,قلعة الاندلس الشرقية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":37.072285,""longitude"":10.151033,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254182; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1254183,2.0.0,TN,قلعة الاندلس الغربية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":37.048381,""longitude"":10.105048,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254183; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1254184,2.0.0,TN,قنطرة بنزرت,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.990996,""longitude"":10.079297,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254184; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1254185,2.0.0,TN,بو حناش,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.966196,""longitude"":10.12456,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254185; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1254186,2.0.0,TN,الحسيان,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":37.000125,""longitude"":10.160544,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254186; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1254187,2.0.0,TN,النحلي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.898757,""longitude"":10.127996,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1254187; dated ADM3 parent 1254,,,verified
ENT-TN-IMADA-1255188,2.0.0,TN,سيدي ثابت,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.905124,""longitude"":10.058089,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1255188; dated ADM3 parent 1255,,,verified
ENT-TN-IMADA-1255189,2.0.0,TN,بجاوة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.8617,""longitude"":10.00737,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1255189; dated ADM3 parent 1255,,,verified
ENT-TN-IMADA-1255190,2.0.0,TN,المنجي سليم,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.892102,""longitude"":10.027184,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1255190; dated ADM3 parent 1255,,,verified
ENT-TN-IMADA-1255191,2.0.0,TN,سبالة بن عمار,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.901681,""longitude"":10.087665,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1255191; dated ADM3 parent 1255,,,verified
ENT-TN-IMADA-1255192,2.0.0,TN,شرفش,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.945206,""longitude"":10.048927,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1255192; dated ADM3 parent 1255,,,verified
ENT-TN-IMADA-1256193,2.0.0,TN,حي التضامن,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.833094,""longitude"":10.113775,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256193; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256194,2.0.0,TN,ابن خلدون,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.836985,""longitude"":10.112383,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256194; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256195,2.0.0,TN,9 افريل,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.827167,""longitude"":10.108205,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256195; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256196,2.0.0,TN,18 جانفي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.831796,""longitude"":10.103815,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256196; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256197,2.0.0,TN,20 مارس,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.837542,""longitude"":10.101899,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256197; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256198,2.0.0,TN,المنجي سليم,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.840761,""longitude"":10.097947,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256198; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256199,2.0.0,TN,7نوفمبر,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.835286,""longitude"":10.096714,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256199; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256200,2.0.0,TN,ابو القاسم الشابي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.838841,""longitude"":10.107868,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256200; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1256201,2.0.0,TN,خير الدين باشا,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.842541,""longitude"":10.104921,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1256201; dated ADM3 parent 1256,,,verified
ENT-TN-IMADA-1257202,2.0.0,TN,المنيهلة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.86807,""longitude"":10.103382,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1257202; dated ADM3 parent 1257,,,verified
ENT-TN-IMADA-1257203,2.0.0,TN,الرفاهة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.867373,""longitude"":10.128627,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1257203; dated ADM3 parent 1257,,,verified
ENT-TN-IMADA-1257204,2.0.0,TN,النصر,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.842832,""longitude"":10.112918,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1257204; dated ADM3 parent 1257,,,verified
ENT-TN-IMADA-1257205,2.0.0,TN,البساتين,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.845838,""longitude"":10.09999,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1257205; dated ADM3 parent 1257,,,verified
ENT-TN-IMADA-1257206,2.0.0,TN,15 اكتوبر,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.856208,""longitude"":10.089936,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1257206; dated ADM3 parent 1257,,,verified
ENT-TN-IMADA-1351207,2.0.0,TN,بن عروس الشرقية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.757477,""longitude"":10.225373,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351207; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1351208,2.0.0,TN,حي ابن عرفة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.761942,""longitude"":10.222235,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351208; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1351209,2.0.0,TN,المهيري,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.752528,""longitude"":10.233966,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351209; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1351210,2.0.0,TN,بن عروس الغربية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.747119,""longitude"":10.218383,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351210; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1351211,2.0.0,TN,سيدي بن عروس,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.753807,""longitude"":10.215544,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351211; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1351212,2.0.0,TN,حي الاسكان,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.73871,""longitude"":10.223965,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1351212; dated ADM3 parent 1351,,,verified
ENT-TN-IMADA-1352213,2.0.0,TN,المدينة الجديدة 1,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.751086,""longitude"":10.247701,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1352213; dated ADM3 parent 1352,,,verified
ENT-TN-IMADA-1352214,2.0.0,TN,المدينة الجديدة 2,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.742631,""longitude"":10.260508,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1352214; dated ADM3 parent 1352,,,verified
ENT-TN-IMADA-1352215,2.0.0,TN,سيدي مصباح,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.743563,""longitude"":10.239601,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1352215; dated ADM3 parent 1352,,,verified
ENT-TN-IMADA-1352216,2.0.0,TN,الياسمينات,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.729671,""longitude"":10.240443,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1352216; dated ADM3 parent 1352,,,verified
ENT-TN-IMADA-1352217,2.0.0,TN,الرابطة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.738724,""longitude"":10.249149,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1352217; dated ADM3 parent 1352,,,verified
ENT-TN-IMADA-1353218,2.0.0,TN,المروج 1,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.730787,""longitude"":10.199207,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353218; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1353219,2.0.0,TN,المروج 3,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.725313,""longitude"":10.210467,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353219; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1353220,2.0.0,TN,المروج 4,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.717097,""longitude"":10.209194,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353220; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1353221,2.0.0,TN,المروج 5,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.705853,""longitude"":10.213756,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353221; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1353222,2.0.0,TN,بئر القصعة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.738906,""longitude"":10.211259,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353222; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1353223,2.0.0,TN,فرحات حشاد,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.719974,""longitude"":10.231188,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1353223; dated ADM3 parent 1353,,,verified
ENT-TN-IMADA-1354224,2.0.0,TN,حمام الانف المدينة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.72705,""longitude"":10.333447,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354224; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1354225,2.0.0,TN,حمام الانف المدينة 2,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.729162,""longitude"":10.341651,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354225; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1354226,2.0.0,TN,حمام الانف بوقرنين,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.735401,""longitude"":10.328564,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354226; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1354227,2.0.0,TN,فرحات حشاد,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.727648,""longitude"":10.321954,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354227; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1354228,2.0.0,TN,حمام الانف الملعب,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.724713,""longitude"":10.351097,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354228; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1354229,2.0.0,TN,حي محمد علي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.712603,""longitude"":10.338044,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1354229; dated ADM3 parent 1354,,,verified
ENT-TN-IMADA-1355230,2.0.0,TN,بئر الباي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.703191,""longitude"":10.369421,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1355230; dated ADM3 parent 1355,,,verified
ENT-TN-IMADA-1355231,2.0.0,TN,برج السدرية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.681415,""longitude"":10.384592,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1355231; dated ADM3 parent 1355,,,verified
ENT-TN-IMADA-1355232,2.0.0,TN,حمام الشط,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.71711,""longitude"":10.365953,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1355232; dated ADM3 parent 1355,,,verified
ENT-TN-IMADA-1356233,2.0.0,TN,بومهل,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.715908,""longitude"":10.31122,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1356233; dated ADM3 parent 1356,,,verified
ENT-TN-IMADA-1356234,2.0.0,TN,البساتين,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.72997,""longitude"":10.291639,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1356234; dated ADM3 parent 1356,,,verified
ENT-TN-IMADA-1356235,2.0.0,TN,شالة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.706072,""longitude"":10.295758,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1356235; dated ADM3 parent 1356,,,verified
ENT-TN-IMADA-13569999,2.0.0,TN,البساتين الغربية,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.726601,""longitude"":10.268829,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 13569999; dated ADM3 parent 1356,,,verified
ENT-TN-IMADA-1357236,2.0.0,TN,الزهراء المدينة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.749152,""longitude"":10.309385,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1357236; dated ADM3 parent 1357,,,verified
ENT-TN-IMADA-1357237,2.0.0,TN,حي الحبيب,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.738438,""longitude"":10.310656,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1357237; dated ADM3 parent 1357,,,verified
ENT-TN-IMADA-1357238,2.0.0,TN,18جانفي,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.746052,""longitude"":10.300471,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1357238; dated ADM3 parent 1357,,,verified
ENT-TN-IMADA-1357239,2.0.0,TN,برج الوزير,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.745795,""longitude"":10.290343,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1357239; dated ADM3 parent 1357,,,verified
ENT-TN-IMADA-1358240,2.0.0,TN,رادس المدينة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.763804,""longitude"":10.267476,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358240; dated ADM3 parent 1358,,,verified
ENT-TN-IMADA-1358241,2.0.0,TN,رادس الملاحة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.798484,""longitude"":10.277064,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358241; dated ADM3 parent 1358,,,verified
ENT-TN-IMADA-1358242,2.0.0,TN,الطيب المهيري,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.783059,""longitude"":10.281949,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358242; dated ADM3 parent 1358,,,verified
ENT-TN-IMADA-1358243,2.0.0,TN,رادس رمادة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.773226,""longitude"":10.278012,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358243; dated ADM3 parent 1358,,,verified
ENT-TN-IMADA-1358244,2.0.0,TN,المنجي سليم,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.770076,""longitude"":10.268069,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358244; dated ADM3 parent 1358,,,verified
ENT-TN-IMADA-1358245,2.0.0,TN,رادس الغابة,tn_imada,current,ar,SRC-TN-HDX-CODAB-2022,high,"{""latitude"":36.752421,""longitude"":10.265766,""source_id"":""SRC-TN-RESEARCH-GEOMETRY-2018""}",[],Dated imada/sector record valid from 2022-11-15; coordinates are approximate Tier C centroids.,ADM4 row / research sector code 1358245; dated ADM3 parent 1358,,,verified
